dataset,group,query_no,query,tsunami_ms,tsunami_answer,numpy_ms,numpy_answer,zorder_ms,zorder_answer,bruteforce_ms,bruteforce_answer,speedup_x,scan_pct,match
california_real,B_far,46,SELECT COUNT(*) FROM data WHERE place = 'Irvine' AND MedInc BETWEEN 6.0 AND 10.0 AND MedHouseVal BETWEEN 3.0 AND 5.0,7.9031,3909.0,189.3488,3909,25.2256,3909,170.9061,3909.0,21.63,3.2,PASS
california_real,B_far,47,SELECT COUNT(*) FROM data WHERE place = 'Los Angeles' AND MedInc >= 7.0 AND MedHouseVal >= 3.0 AND HouseAge <= 30,50.4307,31544.0,185.3548,31544,17.1986,31544,178.572,31544.0,3.54,13.43,PASS
california_real,B_far,48,SELECT COUNT(*) FROM data WHERE place = 'Irvine' AND MedInc >= 9.0 AND MedHouseVal >= 4.0 AND AveRooms >= 6.0,2.3935,1371.0,163.8731,1371,11.1082,1371,179.3698,1371.0,74.94,1.15,PASS
california_real,B_far,49,SELECT COUNT(*) FROM data WHERE place = 'Chula Vista' AND MedInc >= 6.0 AND AveRooms BETWEEN 5.0 AND 8.0 AND AveBedrms BETWEEN 1.0 AND 1.8,19.6015,186.0,165.9311,186,116.1639,186,166.3499,186.0,8.49,7.1,PASS
california_real,B_far,50,SELECT COUNT(*) FROM data WHERE place = 'Los Angeles' AND MedInc >= 8.0 AND HouseAge <= 20 AND MedHouseVal >= 3.5,54.916,10568.0,168.3013,10568,9.6677,10568,161.9758,10568.0,2.95,13.43,PASS
california_real,B_far,51,SELECT COUNT(*) FROM data WHERE place = 'Irvine' AND AveOccup <= 3.0 AND Population BETWEEN 200 AND 2000 AND MedInc >= 5.0,13.7336,6535.0,169.0796,6535,104.8527,6535,168.2328,6535.0,12.25,4.99,PASS
california_real,B_far,52,SELECT COUNT(*) FROM data WHERE place = 'Los Angeles' AND MedInc >= 8.0 AND MedHouseVal >= 4.0 AND HouseAge <= 20 AND AveRooms >= 5.0,25.8353,7731.0,186.8255,7731,10.8329,7731,160.556,7731.0,6.21,6.66,PASS
california_real,B_far,53,SELECT COUNT(*) FROM data WHERE place = 'Irvine' AND MedInc >= 9.0 AND MedHouseVal >= 4.5 AND HouseAge <= 30 AND AveOccup <= 2.5,2.5926,211.0,201.4026,211,9.4632,211,197.6326,211.0,76.23,0.92,PASS
california_real,B_far,54,SELECT COUNT(*) FROM data WHERE place = 'Chula Vista' AND MedInc BETWEEN 6.0 AND 11.0 AND MedHouseVal BETWEEN 3.0 AND 5.0 AND HouseAge <= 25 AND AveRooms >= 5.0,6.5413,81.0,174.9045,81,23.2285,81,179.6473,81.0,27.46,3.2,PASS
california_real,B_far,55,SELECT AVG(MedHouseVal) FROM data WHERE place = 'Los Angeles',231.54,2.4125,218.5984,2.4125,143.4393,2.4125,198.6626,2.4125,0.86,59.29,PASS
california_real,B_far,56,SELECT AVG(MedHouseVal) FROM data WHERE place = 'Irvine',43.9486,2.6317,171.9083,2.6317,127.3395,2.6317,170.7637,2.6317,3.89,13.65,PASS
california_real,B_far,57,SELECT AVG(MedHouseVal) FROM data WHERE place = 'Chula Vista',39.6425,1.3889,175.2143,1.3889,130.0457,1.3889,183.3637,1.3889,4.63,14.82,PASS
california_real,B_far,58,SELECT AVG(MedHouseVal) FROM data WHERE place = 'Los Angeles' AND MedInc >= 7.0,103.9265,4.3836,180.5712,4.3836,113.3364,4.3836,179.5066,4.3836,1.73,28.05,PASS
california_real,B_far,59,SELECT AVG(MedHouseVal) FROM data WHERE place = 'Irvine' AND MedInc >= 9.0,18.5671,4.8137,189.7731,4.8137,78.7525,4.8137,184.2787,4.8137,9.93,7.1,PASS
california_real,B_far,60,SELECT AVG(MedHouseVal) FROM data WHERE place = 'Los Angeles' AND HouseAge <= 20,167.0649,2.5708,176.7054,2.5708,118.0417,2.5708,162.6182,2.5708,0.97,45.95,PASS
california_real,B_far,61,SELECT AVG(MedHouseVal) FROM data WHERE place = 'Chula Vista' AND MedInc BETWEEN 6.0 AND 10.0,24.2225,2.8737,171.2516,2.8737,111.3338,2.8737,164.9128,2.8737,6.81,7.1,PASS
california_real,B_far,62,SELECT AVG(MedInc) FROM data WHERE place = 'Los Angeles',230.4152,4.1584,243.0673,4.1584,150.4739,4.1584,213.9824,4.1584,0.93,59.29,PASS
california_real,B_far,63,SELECT AVG(MedInc) FROM data WHERE place = 'Irvine',38.683,5.1758,175.6597,5.1758,122.5214,5.1758,185.5929,5.1758,4.8,13.65,PASS
california_real,B_far,64,SELECT AVG(MedInc) FROM data WHERE place = 'Chula Vista',56.2322,3.1848,160.7595,3.1848,120.9603,3.1848,190.8975,3.1848,3.39,14.82,PASS
california_real,B_far,65,SELECT AVG(MedInc) FROM data WHERE place = 'Los Angeles' AND MedHouseVal >= 4.0,46.0693,7.0496,170.7399,7.0496,16.7255,7.0496,179.7879,7.0496,3.9,15.22,PASS
california_real,B_far,66,SELECT AVG(AveRooms) FROM data WHERE place = 'Los Angeles',212.0646,5.0264,210.1113,5.0264,179.3031,5.0264,208.8545,5.0264,0.98,59.29,PASS
california_real,B_far,67,SELECT AVG(AveRooms) FROM data WHERE place = 'Irvine' AND MedInc >= 8.0,18.7014,7.3499,179.5266,7.3499,87.5954,7.3499,177.4708,7.3499,9.49,7.1,PASS
california_real,B_far,68,SELECT AVG(HouseAge) FROM data WHERE place = 'Los Angeles',215.1078,31.3232,207.5093,31.3232,161.461,31.3232,175.6119,31.3232,0.82,59.29,PASS
california_real,B_far,69,SELECT AVG(HouseAge) FROM data WHERE place = 'Chula Vista' AND MedInc >= 6.0,18.4944,14.4417,170.9109,14.4417,108.4375,14.4417,167.8659,14.4417,9.08,7.1,PASS
california_real,B_far,70,SELECT SUM(Population) FROM data WHERE place = 'Los Angeles',216.091,1135402674.3662,206.804,1135402674.3662,161.2881,1135402674.3662,205.4237,1135402674.3662,0.95,59.29,PASS
california_real,B_far,71,SELECT SUM(Population) FROM data WHERE place = 'Irvine',47.8154,37619972.6621,210.2305,37619972.6621,129.555,37619972.6621,182.3242,37619972.6621,3.81,13.65,PASS
california_real,B_far,72,SELECT SUM(Population) FROM data WHERE place = 'Chula Vista',43.883,36940760.9036,184.2282,36940760.9036,130.5233,36940760.9036,175.0088,36940760.9036,3.99,14.82,PASS
california_real,B_far,73,SELECT SUM(Population) FROM data WHERE place = 'Los Angeles' AND AveOccup <= 3.0,137.7628,521231266.8911,188.2734,521231266.8911,136.8176,521231266.8911,200.9727,521231266.8911,1.46,37.96,PASS
california_real,B_far,74,SELECT SUM(Population) FROM data WHERE place = 'Los Angeles' AND MedInc >= 5.0,97.5603,293257347.7424,173.8845,293257347.7424,130.3651,293257347.7424,200.1026,293257347.7424,2.05,28.05,PASS
california_real,B_far,75,SELECT SUM(Population) FROM data WHERE place = 'Irvine' AND MedHouseVal >= 4.0,6.9269,3609203.2764,176.6687,3609203.2764,10.551,3609203.2764,199.2852,3609203.2764,28.77,3.24,PASS
california_real,B_far,76,SELECT SUM(Population) FROM data WHERE place = 'Chula Vista' AND MedInc >= 5.0,23.5995,4245147.5832,169.8737,4245147.5832,118.2542,4245147.5832,167.6598,4245147.5832,7.1,7.1,PASS
