dataset,group,query_no,query,tsunami_ms,tsunami_answer,numpy_ms,numpy_answer,bruteforce_ms,bruteforce_answer,speedup_x,scan_pct,match
california,B_far,19,SELECT COUNT(*) FROM data WHERE place = 'Los Angeles' AND MedHouseVal >= 4.0,67.2383,4597.0,156.5691,4597,152.8507,4597.0,2.27,2.63,PASS
california,B_far,20,SELECT COUNT(*) FROM data WHERE place = 'Irvine' AND MedHouseVal >= 3.5,60.3586,114.0,154.846,114,171.2724,114.0,2.84,1.16,PASS
california,B_far,21,SELECT COUNT(*) FROM data WHERE place = 'Chula Vista' AND MedHouseVal >= 4.0,57.4186,68.0,169.5497,68,153.8148,68.0,2.68,1.16,PASS
california,B_far,22,SELECT COUNT(*) FROM data WHERE place = 'Chula Vista' AND MedHouseVal >= 4.5,58.4182,56.0,171.3864,56,157.0738,56.0,2.69,1.16,PASS
california,B_far,23,SELECT COUNT(*) FROM data WHERE place = 'Irvine' AND MedHouseVal BETWEEN 3.0 AND 5.0,57.5852,159.0,162.8652,159,150.4965,159.0,2.61,1.16,PASS
california,B_far,24,SELECT COUNT(*) FROM data WHERE place = 'Los Angeles' AND MedHouseVal BETWEEN 2.5 AND 4.5,74.8562,8618.0,167.3141,8618,158.1713,8618.0,2.11,5.03,PASS
california,B_far,25,SELECT COUNT(*) FROM data WHERE place = 'Los Angeles' AND HouseAge <= 10,18.5033,5701.0,151.565,5701,147.4457,5701.0,7.97,2.34,PASS
california,B_far,26,SELECT COUNT(*) FROM data WHERE place = 'Los Angeles' AND HouseAge <= 20,42.0093,11849.0,181.6178,11849,155.549,11849.0,3.7,4.69,PASS
california,B_far,27,SELECT COUNT(*) FROM data WHERE place = 'Los Angeles' AND HouseAge BETWEEN 10 AND 30,68.7194,12404.0,164.6361,12404,169.6055,12404.0,2.47,7.02,PASS
california,B_far,28,SELECT COUNT(*) FROM data WHERE place = 'Irvine' AND HouseAge >= 40,22.0831,150.0,177.7831,150,147.7902,150.0,6.69,1.18,PASS
california,B_far,29,SELECT COUNT(*) FROM data WHERE place = 'Chula Vista' AND HouseAge BETWEEN 20 AND 40,53.215,248.0,167.542,248,164.1025,248.0,3.08,3.52,PASS
california,B_far,30,SELECT COUNT(*) FROM data WHERE place = 'Irvine' AND HouseAge <= 15,34.035,139.0,171.4799,139,167.4222,139.0,4.92,2.35,PASS
california,B_far,31,SELECT COUNT(*) FROM data WHERE place = 'Los Angeles' AND AveRooms BETWEEN 5.0 AND 8.0,58.9592,0.0,161.6963,13162,165.8568,13162.0,2.81,0.0,FAIL
california,B_far,32,SELECT COUNT(*) FROM data WHERE place = 'Los Angeles' AND AveRooms >= 6.0 AND AveBedrms <= 1.5,59.697,0.0,167.2656,3382,151.8827,3382.0,2.54,0.0,FAIL
california,B_far,33,SELECT COUNT(*) FROM data WHERE place = 'Irvine' AND AveRooms >= 7.0,53.983,0.0,180.1276,182,170.8077,182.0,3.16,0.0,FAIL
california,B_far,34,SELECT COUNT(*) FROM data WHERE place = 'Chula Vista' AND AveRooms BETWEEN 4.0 AND 7.0 AND AveBedrms BETWEEN 1.0 AND 1.8,66.9549,271.0,160.4483,271,177.291,271.0,2.65,4.15,PASS
california,B_far,35,SELECT COUNT(*) FROM data WHERE place = 'Los Angeles' AND AveRooms >= 6.0 AND AveBedrms BETWEEN 1.0 AND 2.0,51.2211,0.0,171.8653,9063,151.027,9063.0,2.95,0.0,FAIL
california,B_far,36,SELECT COUNT(*) FROM data WHERE place = 'Los Angeles' AND AveOccup <= 2.5,70.7357,11378.0,162.282,11378,170.6557,11378.0,2.41,4.68,PASS
california,B_far,37,SELECT COUNT(*) FROM data WHERE place = 'Los Angeles' AND AveOccup <= 3.0,78.8403,15899.0,172.6408,15899,178.6652,15899.0,2.27,4.68,PASS
california,B_far,38,SELECT COUNT(*) FROM data WHERE place = 'Irvine' AND AveOccup <= 2.0,73.22,132.0,168.845,132,172.8384,132.0,2.36,1.17,PASS
california,B_far,39,SELECT COUNT(*) FROM data WHERE place = 'Los Angeles' AND Population BETWEEN 200 AND 2000,87.008,23981.0,173.5398,23981,166.2031,23981.0,1.91,9.39,PASS
california,B_far,40,SELECT COUNT(*) FROM data WHERE place = 'Chula Vista' AND Population BETWEEN 500 AND 3000,75.2181,352.0,183.3363,352,172.7556,352.0,2.3,3.52,PASS
california,B_far,41,SELECT COUNT(*) FROM data WHERE place = 'Los Angeles' AND MedInc >= 7.0 AND MedHouseVal >= 3.0,67.8712,2673.0,182.5637,2673,179.7163,2673.0,2.65,2.63,PASS
california,B_far,42,SELECT COUNT(*) FROM data WHERE place = 'Los Angeles' AND MedInc >= 8.0 AND MedHouseVal >= 4.0,67.8912,1826.0,178.1857,1826,169.0132,1826.0,2.49,2.63,PASS
california,B_far,43,SELECT COUNT(*) FROM data WHERE place = 'Irvine' AND MedInc >= 9.0 AND MedHouseVal >= 4.0,61.4212,32.0,163.2354,32,188.6022,32.0,3.07,1.16,PASS
california,B_far,44,SELECT COUNT(*) FROM data WHERE place = 'Chula Vista' AND MedInc >= 7.0 AND HouseAge <= 30,55.0631,42.0,194.6876,42,143.483,42.0,2.61,3.52,PASS
california,B_far,45,SELECT COUNT(*) FROM data WHERE place = 'Los Angeles' AND MedInc >= 8.0 AND AveRooms >= 5.0,55.9777,0.0,177.3362,1055,163.4977,1055.0,2.92,0.0,FAIL
california,B_far,46,SELECT COUNT(*) FROM data WHERE place = 'Irvine' AND MedInc BETWEEN 6.0 AND 10.0 AND MedHouseVal BETWEEN 3.0 AND 5.0,58.6586,67.0,156.1586,67,155.4813,67.0,2.65,1.16,PASS
california,B_far,47,SELECT COUNT(*) FROM data WHERE place = 'Los Angeles' AND MedInc >= 7.0 AND MedHouseVal >= 3.0 AND HouseAge <= 30,50.97,1491.0,155.8012,1491,165.2448,1491.0,3.24,1.98,PASS
california,B_far,48,SELECT COUNT(*) FROM data WHERE place = 'Irvine' AND MedInc >= 9.0 AND MedHouseVal >= 4.0 AND AveRooms >= 6.0,67.1101,0.0,167.5519,15,208.7938,15.0,3.11,0.0,FAIL
california,B_far,49,SELECT COUNT(*) FROM data WHERE place = 'Chula Vista' AND MedInc >= 6.0 AND AveRooms BETWEEN 5.0 AND 8.0 AND AveBedrms BETWEEN 1.0 AND 1.8,61.3514,0.0,191.0046,32,190.0486,32.0,3.1,0.0,FAIL
california,B_far,50,SELECT COUNT(*) FROM data WHERE place = 'Los Angeles' AND MedInc >= 8.0 AND HouseAge <= 20 AND MedHouseVal >= 3.5,36.7198,670.0,214.2395,670,160.6329,670.0,4.37,1.32,PASS
california,B_far,51,SELECT COUNT(*) FROM data WHERE place = 'Irvine' AND AveOccup <= 3.0 AND Population BETWEEN 200 AND 2000 AND MedInc >= 5.0,76.6488,57.0,182.5577,57,170.4396,57.0,2.22,2.34,PASS
california,B_far,52,SELECT COUNT(*) FROM data WHERE place = 'Los Angeles' AND MedInc >= 8.0 AND MedHouseVal >= 4.0 AND HouseAge <= 20 AND AveRooms >= 5.0,34.4479,0.0,172.2266,376,166.9877,376.0,4.85,0.0,FAIL
california,B_far,53,SELECT COUNT(*) FROM data WHERE place = 'Irvine' AND MedInc >= 9.0 AND MedHouseVal >= 4.5 AND HouseAge <= 30 AND AveOccup <= 2.5,54.3707,9.0,214.9699,9,178.2617,9.0,3.28,0.43,PASS
california,B_far,54,SELECT COUNT(*) FROM data WHERE place = 'Chula Vista' AND MedInc BETWEEN 6.0 AND 11.0 AND MedHouseVal BETWEEN 3.0 AND 5.0 AND HouseAge <= 25 AND AveRooms >= 5.0,25.6547,0.0,180.3807,24,181.1374,24.0,7.06,0.0,FAIL
california,B_far,55,SELECT AVG(MedHouseVal) FROM data WHERE place = 'Los Angeles',86.0443,2.3143,165.2419,2.3143,168.1498,2.3143,1.95,9.39,PASS
california,B_far,56,SELECT AVG(MedHouseVal) FROM data WHERE place = 'Irvine',70.8711,2.2461,188.3329,2.2461,163.6451,2.2461,2.31,4.69,PASS
california,B_far,57,SELECT AVG(MedHouseVal) FROM data WHERE place = 'Chula Vista',71.6783,2.118,186.3132,2.118,194.5431,2.118,2.71,4.69,PASS
california,B_far,58,SELECT AVG(MedHouseVal) FROM data WHERE place = 'Los Angeles' AND MedInc >= 7.0,100.4601,4.9592,181.4131,4.9592,166.9599,4.9592,1.66,9.39,PASS
california,B_far,59,SELECT AVG(MedHouseVal) FROM data WHERE place = 'Irvine' AND MedInc >= 9.0,68.3842,5.0,161.1271,5.0,157.6813,5.0,2.31,4.69,PASS
california,B_far,60,SELECT AVG(MedHouseVal) FROM data WHERE place = 'Los Angeles' AND HouseAge <= 20,42.866,2.3155,172.0851,2.3155,160.5062,2.3155,3.74,4.69,PASS
california,B_far,61,SELECT AVG(MedHouseVal) FROM data WHERE place = 'Chula Vista' AND MedInc BETWEEN 6.0 AND 10.0,78.9531,4.4807,163.8443,4.4807,171.8825,4.4807,2.18,4.69,PASS
california,B_far,62,SELECT AVG(MedInc) FROM data WHERE place = 'Los Angeles',91.5484,3.517,170.0194,3.517,161.7245,3.517,1.77,9.39,PASS
california,B_far,63,SELECT AVG(MedInc) FROM data WHERE place = 'Irvine',74.3941,3.5889,175.1513,3.5889,178.552,3.5889,2.4,4.69,PASS
california,B_far,64,SELECT AVG(MedInc) FROM data WHERE place = 'Chula Vista',76.9569,3.5128,177.484,3.5128,178.8521,3.5128,2.32,4.69,PASS
california,B_far,65,SELECT AVG(MedInc) FROM data WHERE place = 'Los Angeles' AND MedHouseVal >= 4.0,80.2778,8.1223,165.2157,8.1223,164.4529,8.1223,2.05,2.63,PASS
california,B_far,66,SELECT AVG(AveRooms) FROM data WHERE place = 'Los Angeles',104.634,5.9273,179.6716,5.9273,184.9885,5.9273,1.77,9.39,PASS
california,B_far,67,SELECT AVG(AveRooms) FROM data WHERE place = 'Irvine' AND MedInc >= 8.0,72.6281,6.704,165.4871,6.704,158.5826,6.704,2.18,4.69,PASS
california,B_far,68,SELECT AVG(HouseAge) FROM data WHERE place = 'Los Angeles',90.5548,26.5255,158.4825,26.5255,173.4001,26.5255,1.91,9.39,PASS
california,B_far,69,SELECT AVG(HouseAge) FROM data WHERE place = 'Chula Vista' AND MedInc >= 6.0,70.2339,25.6533,150.8093,25.6533,159.8283,25.6533,2.28,4.69,PASS
california,B_far,70,SELECT SUM(Population) FROM data WHERE place = 'Los Angeles',87.2551,34260572.9613,156.2072,34260572.9613,165.8321,34260572.9613,1.9,9.39,PASS
california,B_far,71,SELECT SUM(Population) FROM data WHERE place = 'Irvine',69.3899,640372.3236,151.1227,640372.3236,162.7021,640372.3236,2.34,4.69,PASS
california,B_far,72,SELECT SUM(Population) FROM data WHERE place = 'Chula Vista',81.0039,722095.3612,157.1667,722095.3612,158.7993,722095.3612,1.96,4.69,PASS
california,B_far,73,SELECT SUM(Population) FROM data WHERE place = 'Los Angeles' AND AveOccup <= 3.0,87.1993,17040749.6946,156.3134,17040749.6946,179.8703,17040749.6946,2.06,4.68,PASS
california,B_far,74,SELECT SUM(Population) FROM data WHERE place = 'Los Angeles' AND MedInc >= 5.0,91.7386,6730581.974,180.5125,6730581.974,149.7471,6730581.974,1.63,9.39,PASS
california,B_far,75,SELECT SUM(Population) FROM data WHERE place = 'Irvine' AND MedHouseVal >= 4.0,65.6719,93306.1164,187.6306,93306.1164,159.285,93306.1164,2.43,1.16,PASS
california,B_far,76,SELECT SUM(Population) FROM data WHERE place = 'Chula Vista' AND MedInc >= 5.0,82.6311,146248.2278,172.3792,146248.2278,193.2916,146248.2278,2.34,4.69,PASS
